date,amount,transaction_type,description,is_anomaly
2023-08-17,359.3430041491307,Sale,Txn 78,False
2023-05-20,1302.6446998393515,Fee,Txn 79,False
2023-05-27,999.6502556216976,Purchase,Txn 80,False
2023-11-28,2862.5205380071884,Fee,Txn 81,False
2023-04-05,2764.921130660047,Sale,Txn 82,True
2023-03-30,24.278639430961604,Fee,Txn 83,False
2023-12-14,1254.5853462680218,Sale,Txn 84,False
2023-08-28,120.9649933509674,Purchase,Txn 85,False
2023-08-06,223.01485994674343,Purchase,Txn 86,False
2023-07-23,2284.2778800202173,Sale,Txn 87,True
2023-03-30,610.1102007769084,Transfer,Txn 88,False
2023-08-11,213.39787710221322,Purchase,Txn 89,False
2023-03-03,1182.5673839079718,Transfer,Txn 90,False
2023-06-12,624.2672698014389,Fee,Txn 91,False
2023-10-23,454.67167763657244,Transfer,Txn 92,False
2023-12-15,229.47881822944166,Fee,Txn 93,False
2023-02-20,151.9065593575186,Transfer,Txn 94,False
2023-01-28,1064.021059929807,Purchase,Txn 95,False
2023-12-18,601.6732883034464,Purchase,Txn 96,False
2023-01-02,18625.551440350766,Purchase,Txn 97,True
2023-06-14,955.4585852086838,Purchase,Txn 98,False
2023-03-06,171.00248418220468,Transfer,Txn 99,False
2023-11-02,903.7160561618426,Sale,Txn 100,False
2023-07-19,201.58055082337464,Purchase,Txn 101,False
2023-04-15,1583.403119057392,Sale,Txn 102,False
2023-11-02,8940.612631625918,Sale,Txn 103,True
2023-02-17,344.37600735333876,Purchase,Txn 104,False
2023-01-01,139.7858071350053,Fee,Txn 105,False
2023-11-06,1264.6549972692612,Transfer,Txn 106,False
2023-06-23,937.2095856148575,Sale,Txn 107,False
2023-03-15,1610.6235788772324,Sale,Txn 108,False
2023-08-01,13685.030672391353,Purchase,Txn 109,True
2023-06-21,451.13441165617616,Sale,Txn 110,False
2023-09-09,777.9289161049267,Purchase,Txn 111,False
2023-06-06,1781.737500497309,Transfer,Txn 112,False
2023-07-28,615.9051910117989,Fee,Txn 113,False
2023-10-27,124.64348444547558,Purchase,Txn 114,False
2023-12-22,1217.554709829383,Transfer,Txn 115,False
2023-02-02,260.75792966922893,Purchase,Txn 116,False
2023-06-14,323.90074445336137,Transfer,Txn 117,False
2023-03-07,363.4665989916075,Sale,Txn 118,False
2023-04-27,1162.1443064324287,Fee,Txn 119,False
2023-08-14,1236.6198005838944,Transfer,Txn 120,False
2023-03-24,2851.2428663401292,Fee,Txn 121,False
2023-12-02,1000.4381846223456,Fee,Txn 122,False
2023-07-02,301.76505570369216,Fee,Txn 123,False
2023-12-16,8982.16896826596,Transfer,Txn 124,True
2023-12-03,822.1537557519556,Transfer,Txn 125,False
2023-03-19,2875.2698474995773,Transfer,Txn 126,False
2023-10-17,2242.1772591396943,Fee,Txn 127,False
2023-02-10,1525.2843593554107,Purchase,Txn 128,False
2023-10-31,1114.458401508824,Fee,Txn 129,False
2023-10-27,764.698816810497,Sale,Txn 130,False
2023-12-12,264.41975587137676,Transfer,Txn 131,False
2023-03-03,4172.882135101817,Transfer,Txn 132,False
2023-12-01,577.8907694774327,Fee,Txn 133,False
2023-06-18,1290.9107293155193,Purchase,Txn 134,False
2023-06-04,133.71469878171396,Purchase,Txn 135,False
2023-03-16,1225.0763269339957,Purchase,Txn 136,False
2023-10-06,556.728313328495,Transfer,Txn 137,False
2023-02-15,994.3329996594721,Transfer,Txn 138,False
2023-01-18,19679.061509398336,Fee,Txn 139,True
2023-09-02,443.7203205109706,Sale,Txn 140,False
2023-11-18,15.56968912984802,Sale,Txn 141,False
2023-12-24,340.0161524279611,Sale,Txn 142,False
2023-04-01,23156.528407690217,Purchase,Txn 143,True
2023-11-07,5506.943301481175,Purchase,Txn 144,False
2023-02-09,89.25687035754888,Fee,Txn 145,False
2023-11-28,1625.1588343587568,Purchase,Txn 146,False
2023-12-14,432.04879121170177,Fee,Txn 147,False
2023-01-27,789.8351335821242,Purchase,Txn 148,False
2023-01-19,919.4912735305918,Fee,Txn 149,False
2023-11-29,2095.702053575125,Sale,Txn 150,False
2023-05-02,184.13454839231284,Sale,Txn 151,False
2023-07-05,289.57651938547684,Fee,Txn 152,False
2023-12-31,2324.7362855110764,Sale,Txn 153,False
2023-02-07,674.8807806934581,Transfer,Txn 154,False
2023-02-01,1209.7290125285206,Fee,Txn 155,False
2023-10-14,3666.5089751478654,Purchase,Txn 156,False
2023-03-17,760.1299001638054,Transfer,Txn 157,False
2023-02-02,162.4863043409403,Transfer,Txn 158,False
2023-03-12,33.716725349245536,Purchase,Txn 159,False
2023-06-15,1974.8079712519725,Fee,Txn 160,False
2023-04-23,2753.9657593698553,Transfer,Txn 161,False
2023-09-14,419.8976351783146,Sale,Txn 162,False
2023-05-05,874.2308520371594,Transfer,Txn 163,False
2023-01-09,2710.6815368441144,Transfer,Txn 164,False
2023-05-05,235.73932664403657,Fee,Txn 165,False
2023-08-25,1485.3933195568413,Sale,Txn 166,True
2023-05-16,284.03431598591766,Fee,Txn 167,False
2023-06-13,15439.547885962536,Sale,Txn 168,True
2023-04-20,1161.9110954073492,Sale,Txn 169,False
2023-05-18,294.97383912970264,Fee,Txn 170,False
2023-03-27,1200.108908934588,Transfer,Txn 171,False
2023-09-27,43.287182345401,Sale,Txn 172,False
2023-10-29,2327.8004313118045,Fee,Txn 173,False
2023-08-19,8880.63438480316,Fee,Txn 174,True
2023-07-27,758.7997655341125,Transfer,Txn 175,False
2023-07-15,51.51354414647415,Fee,Txn 176,False
2023-07-23,1210.8432705777943,Purchase,Txn 177,True
2023-08-22,2426.9908619946964,Sale,Txn 178,False
2023-10-08,6432.9276674063085,Transfer,Txn 179,False
2023-10-25,7055.44077475014,Transfer,Txn 180,True
2023-12-19,501.73981064173233,Fee,Txn 181,False
2023-10-17,2472.6563816827725,Purchase,Txn 182,False
2023-05-18,526.0019933115052,Sale,Txn 183,False
2023-01-09,190.46468575042437,Sale,Txn 184,False
2023-07-03,693.6106514173237,Purchase,Txn 185,False
2023-03-09,421.79795382318287,Sale,Txn 186,False
2023-05-27,2492.7270661165817,Purchase,Txn 187,False
2023-12-27,221.4899039319859,Purchase,Txn 188,False
2023-06-01,899.5034398246628,Sale,Txn 189,False
2023-10-05,843.2600248888688,Sale,Txn 190,False
2023-10-16,1325.9374134267748,Fee,Txn 191,False
2023-09-16,578.4093570541884,Purchase,Txn 192,True
2023-02-12,26.02496402422503,Purchase,Txn 193,False
2023-12-26,1313.9804095608451,Sale,Txn 194,False
2023-08-02,1886.6843661250273,Sale,Txn 195,False
2023-01-26,944.6282651584726,Transfer,Txn 196,False
2023-12-10,1266.703617157032,Transfer,Txn 197,False
2023-10-27,406.8136637938121,Purchase,Txn 198,False
2023-09-01,2222.6690970159584,Transfer,Txn 199,False
2023-08-21,765.4034127009153,Fee,Txn 200,False
2023-03-16,49522.17843852614,Fee,Txn 201,True
2023-09-17,2844.1896651838592,Fee,Txn 202,False
2023-11-25,1885.461383104504,Fee,Txn 203,False
2023-07-04,6.54142082907374,Transfer,Txn 204,False
2023-06-03,11321.928014442088,Transfer,Txn 205,True
2023-09-23,7825.041146923992,Transfer,Txn 206,True
2023-02-23,224.11658235459774,Purchase,Txn 207,False
2023-05-14,273.6429304721385,Sale,Txn 208,False
2023-09-13,669.5262979193717,Purchase,Txn 209,False
2023-03-01,961.9413614526032,Purchase,Txn 210,False
2023-11-14,20485.031682143228,Fee,Txn 211,True
2023-05-03,489.0871871250208,Purchase,Txn 212,False
2023-09-01,280.16889397517474,Transfer,Txn 213,False
2023-12-30,3363.414277783112,Fee,Txn 214,False
2023-11-09,417.8949307499297,Purchase,Txn 215,False
2023-08-17,192.66752744643628,Transfer,Txn 216,False
2023-07-18,3.7305360120433066,Purchase,Txn 217,False
2023-01-18,5162.402803704946,Purchase,Txn 218,False
2023-07-11,0.9060465310601512,Fee,Txn 219,False
2023-08-27,1867.2647673305491,Sale,Txn 220,False
2023-12-24,546.2175713505367,Fee,Txn 221,False
2023-08-03,23871.30190132947,Sale,Txn 222,True
2023-03-05,142.1732219006823,Sale,Txn 223,False
2023-11-17,262.63296930584227,Purchase,Txn 224,False
2023-05-24,968.7147378720146,Purchase,Txn 225,False
2023-08-25,2474.2302656320676,Purchase,Txn 226,False
2023-03-20,279.51806525342477,Sale,Txn 227,False
2023-08-26,443.12585941543944,Sale,Txn 228,False
2023-11-11,980.6512043155411,Purchase,Txn 229,False
2023-07-13,324.9664182359601,Purchase,Txn 230,False
2023-12-08,966.6541021262133,Fee,Txn 231,False
2023-03-05,751.8908355538888,Purchase,Txn 232,False
2023-06-01,3395.25898573198,Sale,Txn 233,False
2023-02-11,2516.807554882165,Sale,Txn 234,False
2023-03-05,654.7435477411682,Fee,Txn 235,False
2023-12-06,12207.819803248043,Sale,Txn 236,True
2023-12-07,48.994371790483655,Fee,Txn 237,False
2023-05-08,264.3000203089708,Fee,Txn 238,False
2023-02-20,382.47750289695114,Transfer,Txn 239,False
2023-07-25,0.4014126570505817,Fee,Txn 240,False
2023-08-03,8597.803035076971,Transfer,Txn 241,True
2023-07-03,4553.242900105873,Fee,Txn 242,False
2023-11-06,389.1499114653282,Fee,Txn 243,False
2023-10-24,1363.9671539242595,Fee,Txn 244,False
2023-12-02,2672.5879659971083,Sale,Txn 245,True
2023-08-02,887.700864023764,Sale,Txn 246,False
2023-01-21,876.164311140341,Sale,Txn 247,False
2023-08-07,2160.091019942482,Sale,Txn 248,False
2023-07-24,29.008106523020423,Sale,Txn 249,False
2023-03-27,1272.143395336073,Sale,Txn 250,False
2023-11-26,1330.9828185116687,Fee,Txn 251,False
2023-02-15,13381.339273895715,Sale,Txn 252,True
2023-03-27,545.0634437793782,Transfer,Txn 253,False
2023-04-12,2849.41132843852,Transfer,Txn 254,False
2023-04-22,611.6706935408155,Sale,Txn 255,False
2023-08-11,363.30241012917253,Sale,Txn 256,False
2023-01-11,169.78163371740095,Sale,Txn 257,False
2023-11-11,2777.3308967011512,Purchase,Txn 258,True
2023-10-23,40.20640445596017,Transfer,Txn 259,False
2023-07-26,42.587350314835334,Fee,Txn 260,False
2023-02-07,782.0874135351922,Transfer,Txn 261,False
2023-10-28,115.68625101045376,Transfer,Txn 262,False
2023-06-26,549.3270825056168,Transfer,Txn 263,False
2023-02-14,311.17200333631564,Transfer,Txn 264,False
2023-01-29,777.7163878181547,Purchase,Txn 265,False
2023-03-17,191.1727862995212,Fee,Txn 266,False
2023-04-06,4.60990412088891,Sale,Txn 267,False
2023-07-09,4345.875744257109,Sale,Txn 268,False
2023-02-16,273.83695339433734,Transfer,Txn 269,False
2023-11-23,4535.737230598154,Fee,Txn 270,True
2023-04-16,668.7672391449465,Transfer,Txn 271,False
2023-04-07,691.9560721315013,Sale,Txn 272,False
2023-06-25,156.39766640152448,Sale,Txn 273,False
2023-12-30,1283.9583062096083,Sale,Txn 274,False
2023-07-24,2314.32480625009,Purchase,Txn 275,False
2023-04-29,49.95836714396906,Transfer,Txn 276,False
2023-06-11,252.17522031104463,Sale,Txn 277,False
2023-07-29,1319.0247527563602,Purchase,Txn 278,False
2023-12-11,1660.1435909740821,Fee,Txn 279,False
2023-03-15,222.61789379960157,Fee,Txn 280,False
2023-12-11,694.8364104655784,Transfer,Txn 281,False
2023-02-24,0.3350927722947997,Purchase,Txn 282,False
2023-11-24,538.1870432054136,Purchase,Txn 283,False
2023-08-18,226.28892785198164,Purchase,Txn 284,False
2023-11-14,224.9325986216372,Sale,Txn 285,False
2023-09-21,1155.302187049885,Transfer,Txn 286,False
2023-03-27,52.19009156586893,Transfer,Txn 287,False
2023-07-21,557.2934290193211,Sale,Txn 288,False
2023-10-16,326.3540771901189,Purchase,Txn 289,False
2023-10-18,108.42162326404296,Sale,Txn 290,False
2023-04-26,819.4559187161972,Purchase,Txn 291,False
2023-07-10,362.024436568476,Purchase,Txn 292,False
2023-11-12,200.67934492243617,Fee,Txn 293,False
2023-02-02,1149.4635860021963,Sale,Txn 294,False
2023-07-04,912.1719590777866,Transfer,Txn 295,False
2023-08-22,2564.481506714108,Transfer,Txn 296,False
2023-07-14,254.04539523274116,Transfer,Txn 297,False
2023-07-17,847.314814591178,Purchase,Txn 298,False
2023-07-07,1782.9618455606667,Purchase,Txn 299,False
2023-09-18,850.9875600105307,Transfer,Txn 300,False
2023-02-13,964.0492848881745,Sale,Txn 301,False
2023-08-21,4037.50647019341,Transfer,Txn 302,False
2023-02-11,4121.611018127314,Fee,Txn 303,False
2023-09-27,1087.9165160605091,Sale,Txn 304,False
2023-03-27,354.43482618392545,Sale,Txn 305,False
2023-04-21,193.8268221491807,Purchase,Txn 306,False
2023-07-21,1105.065037814618,Fee,Txn 307,False
2023-01-02,886.396001227413,Transfer,Txn 308,False
2023-11-05,360.6581676858372,Sale,Txn 309,False
2023-01-03,451.30358833577986,Sale,Txn 310,False
2023-04-22,621.5393127075488,Fee,Txn 311,False
2023-07-31,1325.6008307001346,Sale,Txn 312,False
2023-03-31,3753.59722812666,Fee,Txn 313,False
2023-09-15,1676.5810118078182,Purchase,Txn 314,False
2023-10-15,1.585156955834824,Fee,Txn 315,False
2023-05-28,1372.895587844577,Fee,Txn 316,False
2023-12-03,14100.183374721122,Purchase,Txn 317,True
2023-04-11,5.855508972619942,Fee,Txn 318,False
2023-10-21,204.56766405476174,Sale,Txn 319,False
2023-01-20,214.10616737664765,Transfer,Txn 320,False
2023-05-28,257.81727607716334,Fee,Txn 321,False
2023-05-31,979.9206790482168,Purchase,Txn 322,False
2023-11-13,1697.0972742819743,Sale,Txn 323,False
2023-06-11,2341.853824264338,Fee,Txn 324,False
2023-06-17,69.30072073937723,Transfer,Txn 325,False
2023-04-14,3530.985850373384,Purchase,Txn 326,True
2023-05-11,813.7910495110369,Purchase,Txn 327,False
2023-04-15,6936.181876321198,Purchase,Txn 328,True
2023-07-15,864.2614986556206,Fee,Txn 329,False
2023-03-16,1725.2838794851148,Fee,Txn 330,False
2023-06-10,1843.9224337508804,Fee,Txn 331,False
2023-05-07,1447.5336103193454,Sale,Txn 332,False
2023-03-05,1600.4911940509714,Sale,Txn 333,False
2023-04-13,478.7196012602196,Sale,Txn 334,False
2023-09-19,647.4283805719479,Sale,Txn 335,False
2023-02-22,186.32909380494428,Fee,Txn 336,False
2023-10-14,1421.7996058101444,Sale,Txn 337,False
2023-03-17,914.948254326268,Fee,Txn 338,False
2023-03-08,748.0748718062915,Purchase,Txn 339,False
2023-01-18,209.01871010925728,Purchase,Txn 340,False
2023-02-25,1185.2613837953286,Transfer,Txn 341,False
2023-08-10,282.98718885292135,Sale,Txn 342,False
2023-01-17,864.5195078583508,Purchase,Txn 343,False
2023-12-28,20271.2623663404,Sale,Txn 344,True
2023-03-28,725.3167816812271,Purchase,Txn 345,False
2023-06-30,1025.39644790301,Fee,Txn 346,False
2023-07-27,1463.4158348145418,Transfer,Txn 347,False
2023-03-23,1650.803369434536,Fee,Txn 348,False
2023-06-30,1848.793073372568,Fee,Txn 349,False
2023-05-04,2550.687605604964,Fee,Txn 350,True
2023-07-25,1990.3508720460961,Sale,Txn 351,False
2023-08-23,1502.868780013488,Sale,Txn 352,False
2023-04-30,738.8331703457021,Purchase,Txn 353,False
2023-11-02,51830.19397421797,Fee,Txn 354,True
2023-10-10,131.21238578723427,Sale,Txn 355,False
2023-11-05,260.03846548100506,Purchase,Txn 356,False
2023-08-22,685.3353643361417,Fee,Txn 357,False
2023-05-12,2519.3705299423095,Fee,Txn 358,False
2023-08-11,107.33047478536864,Sale,Txn 359,False
2023-07-31,461.7761823671261,Purchase,Txn 360,False
2023-08-14,596.7684625299817,Sale,Txn 361,False
2023-01-17,11.69911605583337,Transfer,Txn 362,False
2023-07-25,748.9038166013829,Sale,Txn 363,False
2023-06-05,1187.3779496264344,Sale,Txn 364,False
2023-12-04,10296.635066775247,Sale,Txn 365,True
2023-09-19,653.7760843599322,Transfer,Txn 366,False
2023-11-13,224.06286882875276,Transfer,Txn 367,False
2023-05-27,2236.179699484695,Transfer,Txn 368,False
2023-02-24,909.4144603640121,Fee,Txn 369,False
2023-01-01,1150.1369540305964,Purchase,Txn 370,False
2023-08-22,20066.265598116293,Purchase,Txn 371,True
2023-03-23,715.3401885686384,Purchase,Txn 372,False
2023-01-18,1021.2365642408863,Purchase,Txn 373,False
2023-11-20,4476.805190567176,Fee,Txn 374,False
2023-08-31,1342.806195709155,Transfer,Txn 375,False
2023-08-02,7934.921755115512,Fee,Txn 376,True
2023-12-02,404.6135470314633,Transfer,Txn 377,False
2023-05-20,132.75116978191244,Fee,Txn 378,False
2023-04-06,2245.680924970044,Sale,Txn 379,False
2023-09-06,133.49248643429956,Purchase,Txn 380,False
2023-04-17,1853.276189763317,Sale,Txn 381,False
2023-05-01,475.98570216588087,Sale,Txn 382,False
2023-05-16,466.6110420823231,Fee,Txn 383,False
2023-12-24,2309.3037332707045,Purchase,Txn 384,False
2023-01-10,2135.2392754649672,Sale,Txn 385,False
2023-10-07,133.55349853698158,Transfer,Txn 386,False
2023-10-27,846.9207219978347,Purchase,Txn 387,False
2023-02-22,2210.8990978621778,Fee,Txn 388,False
2023-06-28,420.20664733608714,Sale,Txn 389,False
2023-06-10,327.77717840357184,Sale,Txn 390,False
2023-02-19,230.9324930099404,Transfer,Txn 391,False
2023-05-07,1222.7542472330902,Sale,Txn 392,False
2023-11-23,2065.7635749704054,Fee,Txn 393,False
2023-05-30,1537.3573177185135,Purchase,Txn 394,False
2023-06-18,622.5232170069934,Fee,Txn 395,False
2023-05-09,399.6559348575061,Sale,Txn 396,False
2023-03-23,773.9637689426273,Purchase,Txn 397,False
2023-08-24,1238.0550210611555,Purchase,Txn 398,False
2023-07-24,3176.8375403920672,Transfer,Txn 399,False
2023-03-21,204.28278328607848,Sale,Txn 400,False
2023-02-02,140.59454587294078,Sale,Txn 401,False
2023-02-28,916.060103404435,Purchase,Txn 402,False
2023-05-13,9302.508601272517,Transfer,Txn 403,True
2023-12-24,2552.173327922937,Transfer,Txn 404,False
2023-09-13,28630.349904802348,Sale,Txn 405,True
2023-11-25,571.8717442836755,Transfer,Txn 406,False
2023-11-13,712.5571761421036,Purchase,Txn 407,False
2023-12-02,1099.490257834582,Sale,Txn 408,False
2023-10-20,697.7165069857256,Fee,Txn 409,False
2023-03-18,80.27892789928491,Purchase,Txn 410,False
2023-05-27,1055.9836913560653,Purchase,Txn 411,False
2023-09-04,2929.9252649850364,Sale,Txn 412,False
2023-06-25,703.2171019605304,Purchase,Txn 413,False
2023-07-08,1492.3188142436602,Sale,Txn 414,False
2023-01-08,371.54280993485514,Transfer,Txn 415,False
2023-12-08,503.4058928303877,Sale,Txn 416,False
2023-10-25,837.0747028086693,Transfer,Txn 417,False
2023-01-04,284.75373192828135,Transfer,Txn 418,False
2023-06-30,437.8986373490147,Purchase,Txn 419,False
2023-04-21,1363.475402622843,Purchase,Txn 420,False
2023-12-01,178.38439931038377,Sale,Txn 421,False
2023-10-08,1236.7438631653629,Transfer,Txn 422,False
2023-11-05,9189.920191527386,Purchase,Txn 423,True
2023-12-24,2047.4020359442986,Purchase,Txn 424,False
2023-07-29,767.9107660404312,Fee,Txn 425,False
2023-01-23,4424.9833362445515,Fee,Txn 426,False
2023-10-07,1773.771279993049,Fee,Txn 427,False
2023-11-17,3351.7191078213873,Fee,Txn 428,False
2023-08-13,608.213315112015,Purchase,Txn 429,False
2023-03-11,116.18047348892331,Sale,Txn 430,False
2023-03-02,7460.287379941774,Sale,Txn 431,True
2023-04-25,48.21037035184117,Purchase,Txn 432,False
2023-06-08,147.13730294827275,Fee,Txn 433,False
2023-08-04,616.8486961288387,Transfer,Txn 434,False
2023-01-06,1550.164146152836,Purchase,Txn 435,False
2023-08-12,3866.606757699092,Sale,Txn 436,True
2023-11-12,572.4462209175164,Transfer,Txn 437,False
2023-08-05,1424.6974532979582,Purchase,Txn 438,False
2023-05-12,1174.1299813186536,Purchase,Txn 439,False
2023-11-07,1402.242289032361,Fee,Txn 440,False
2023-08-12,990.6314847965534,Fee,Txn 441,False
2023-03-08,792.4775660866658,Fee,Txn 442,False
2023-06-16,180.46370477431435,Fee,Txn 443,False
2023-11-27,856.2014008067797,Fee,Txn 444,False
2023-12-01,1481.3072620299831,Fee,Txn 445,False
2023-04-10,59.40949542968579,Fee,Txn 446,False
2023-03-07,379.9331124367844,Fee,Txn 447,False
2023-10-14,850.0792252219347,Transfer,Txn 448,False
2023-04-08,368.48692845165453,Sale,Txn 449,False
2023-11-28,1682.0607084070948,Fee,Txn 450,False
2023-04-26,906.7105999973572,Purchase,Txn 451,False
2023-08-08,14753.732214250671,Sale,Txn 452,True
2023-06-28,1830.5005185340922,Transfer,Txn 453,False
2023-11-24,156.53823598648938,Transfer,Txn 454,False
2023-12-06,239.44178580703496,Sale,Txn 455,False
2023-08-16,305.62710024636465,Sale,Txn 456,False
2023-06-21,25.348956906757294,Transfer,Txn 457,False
2023-11-18,1190.1497133539779,Fee,Txn 458,False
2023-08-05,3024.594570596327,Purchase,Txn 459,False
2023-02-09,266.44508975926465,Sale,Txn 460,False
2023-11-09,1290.9914679704414,Fee,Txn 461,True
2023-03-05,1308.5264106564377,Transfer,Txn 462,False
2023-03-12,589.4991017827965,Purchase,Txn 463,False
2023-09-05,3113.955742612611,Fee,Txn 464,True
2023-04-15,387.0186389302697,Sale,Txn 465,False
2023-09-15,733.6039288140773,Transfer,Txn 466,False
2023-05-13,1553.2007282315087,Sale,Txn 467,False
2023-06-26,1511.5626154449278,Transfer,Txn 468,False
2023-03-18,610.6385513201633,Purchase,Txn 469,False
2023-10-02,851.8178218146953,Purchase,Txn 470,False
2023-10-02,144.29707923194655,Purchase,Txn 471,False
2023-07-23,2450.0112376121706,Purchase,Txn 472,False
2023-12-25,2046.3732328012459,Transfer,Txn 473,False
2023-05-22,1677.1505370061682,Sale,Txn 474,False
2023-01-24,2912.7859511098936,Fee,Txn 475,False
2023-10-06,1748.8113421859593,Sale,Txn 476,False
2023-06-14,18296.532265471928,Transfer,Txn 477,True
2023-05-28,23.999596838802482,Sale,Txn 478,False
2023-08-03,1082.8840412714565,Sale,Txn 479,False
2023-10-24,1059.3013202746124,Transfer,Txn 480,False
2023-06-03,329.33323656264935,Sale,Txn 481,False
2023-12-01,1769.7141796840438,Purchase,Txn 482,False
2023-12-01,103.70701227762581,Purchase,Txn 483,False
2023-06-04,763.2948399153761,Sale,Txn 484,False
2023-08-15,380.2758511210389,Purchase,Txn 485,False
2023-01-17,809.4724993938606,Sale,Txn 486,False
2023-09-22,1561.7340759615897,Transfer,Txn 487,False
2023-11-26,152.47173873012514,Purchase,Txn 488,False
2023-01-24,115.7295296401046,Purchase,Txn 489,False
2023-01-11,60430.85659630706,Sale,Txn 490,True
2023-12-23,2456.248866397389,Purchase,Txn 491,False
2023-01-20,180.58365678982352,Fee,Txn 492,False
2023-11-15,1217.9031258183522,Transfer,Txn 493,False
2023-04-22,262.1758015879663,Sale,Txn 494,False
2023-10-07,596.4116420321094,Sale,Txn 495,False
2023-09-01,259.866884757549,Fee,Txn 496,True
2023-11-19,145.49980927605645,Sale,Txn 497,False
2023-09-21,1470.0709234019228,Sale,Txn 498,True
2023-07-27,3930.3914961688756,Fee,Txn 499,False
